satellite_name,cospar_id,norad_id,object_type,status_code,owner_code,launch_date,launch_site,decay_date,period_min,inclination_deg,apogee_km,perigee_km,radar_cross_section,data_status_code,orbit_center,orbit_type,age_years,avg_altitude_km,orbit_class
SOLRAD 7B,1965-016D,1291,PAY,,US,1965-03-09,AFWTR,,103.23,70.08,928.0,895.0,0.4786,,EA,ORB,61.086926762491444,911.5,LEO
GGSE 3,1965-016C,1292,PAY,,US,1965-03-09,AFWTR,,102.74,70.07,901.0,876.0,0.7141,,EA,ORB,61.086926762491444,888.5,LEO
OSCAR 3 (OSCAR III),1965-016F,1293,PAY,-,US,1965-03-09,AFWTR,,102.24,70.07,879.0,850.0,0.2142,,EA,ORB,61.086926762491444,864.5,LEO
OPS 4682 (SNAPSHOT),1965-027A,1314,PAY,,US,1965-04-03,AFWTR,,111.47,90.25,1319.0,1270.0,5.3791,,EA,ORB,61.01848049281314,1294.5,LEO
SECOR 4 (EGRS 4),1965-027B,1315,PAY,,US,1965-04-03,AFWTR,,111.4,90.26,1315.0,1267.0,0.172,,EA,ORB,61.01848049281314,1291.0,LEO
INTELSAT 1-F1,1965-028A,1317,PAY,-,ITSO,1965-04-06,AFETR,,1437.43,6.97,35834.0,35791.0,0.7943,,EA,ORB,61.01026694045174,35812.5,GEO
EXPLORER 27,1965-032A,1328,PAY,,US,1965-04-29,WLPIS,,107.55,41.19,1295.0,932.0,2.0809,,EA,ORB,60.94729637234771,1113.5,LEO
LES-2,1965-034B,1360,PAY,,US,1965-05-06,AFETR,,309.79,32.16,14813.0,2763.0,0.5817,,EA,ORB,60.92813141683778,8788.0,MEO
LCS 1,1965-034C,1361,PAY,+,US,1965-05-06,AFETR,,145.56,32.15,2800.0,2776.0,0.8083,,EA,ORB,60.92813141683778,2788.0,MEO
LUNIK 6,1965-044A,1393,PAY,,CIS,1965-06-08,TYMSC,,,,,,,NEA,SU,ORB,60.837782340862425,,UNKNOWN
OPS 8480 (TRANSIT 5B-6),1965-048A,1420,PAY,,US,1965-06-24,AFWTR,,106.52,89.87,1118.0,1012.0,1.4843,,EA,ORB,60.79397672826831,1065.0,LEO
TIROS 10,1965-051A,1430,PAY,-,US,1965-07-02,AFETR,,99.89,98.49,792.0,715.0,0.7788,,EA,ORB,60.772073921971256,753.5,LEO
ZOND 3,1965-056A,1454,PAY,,CIS,1965-07-18,TYMSC,,,,,,,NEA,SU,ORB,60.72826830937714,,UNKNOWN
OPS 6577 (VELA 5),1965-058A,1458,PAY,,US,1965-07-20,AFETR,,6739.98,27.37,171588.0,52045.0,0.003,,EA,ORB,60.72279260780287,111816.5,HEO
OPS 6564 (VELA 6),1965-058B,1459,PAY,,US,1965-07-20,AFETR,,6733.48,41.4,168956.0,54526.0,0.003,,EA,ORB,60.72279260780287,111741.0,HEO
SURVEYOR MODEL 1,1965-064A,1503,PAY,,US,1965-08-11,AFETR,,,,,,0.0025,NEA,EM,ORB,60.662559890485966,,UNKNOWN
SECOR 5 (EGRS 5),1965-063A,1506,PAY,,US,1965-08-10,WLPIS,,122.17,69.24,2421.0,1134.0,0.4169,,EA,ORB,60.6652977412731,1777.5,LEO
DODECAPOLE 2,1965-065C,1510,PAY,,US,1965-08-13,AFWTR,,102.07,90.07,887.0,827.0,1.416,,EA,ORB,60.6570841889117,857.0,LEO
TEMPSAT 1,1965-065E,1512,PAY,+,US,1965-08-13,AFWTR,,107.98,90.0,1187.0,1080.0,0.068,,EA,ORB,60.6570841889117,1133.5,LEO
OPS 8464 (TRANSIT 5B-7),1965-065F,1514,PAY,,US,1965-08-13,AFWTR,,107.84,89.99,1179.0,1075.0,1.4572,,EA,ORB,60.6570841889117,1127.0,LEO
NAVSPASUR ROD 1,1965-065G,1515,PAY,,US,1965-08-13,AFWTR,,106.59,90.02,1116.0,1022.0,0.0479,,EA,ORB,60.6570841889117,1069.0,LEO
CALSPHERE 4A,1965-065H,1520,PAY,+,US,1965-08-13,AFWTR,,107.76,89.9,1174.0,1072.0,0.052,,EA,ORB,60.6570841889117,1123.0,LEO
COSMOS 80,1965-070A,1570,PAY,,CIS,1965-09-03,TYMSC,,114.94,56.06,1531.0,1375.0,0.341,,EA,ORB,60.59958932238193,1453.0,LEO
COSMOS 81,1965-070B,1571,PAY,,CIS,1965-09-03,TYMSC,,115.3,56.06,1538.0,1400.0,0.3453,,EA,ORB,60.59958932238193,1469.0,LEO
COSMOS 82,1965-070C,1572,PAY,,CIS,1965-09-03,TYMSC,,115.65,56.06,1544.0,1426.0,0.3179,,EA,ORB,60.59958932238193,1485.0,LEO
COSMOS 83,1965-070D,1573,PAY,,CIS,1965-09-03,TYMSC,,116.03,56.05,1555.0,1450.0,0.3564,,EA,ORB,60.59958932238193,1502.5,LEO
COSMOS 84,1965-070E,1574,PAY,,CIS,1965-09-03,TYMSC,,116.41,56.05,1571.0,1468.0,0.5348,,EA,ORB,60.59958932238193,1519.5,LEO
PORCUPINE 2,1965-065J,1577,PAY,,US,1965-08-13,AFWTR,,107.76,90.03,1174.0,1072.0,0.2489,,EA,ORB,60.6570841889117,1123.0,LEO
OPS 8068,1965-072A,1580,PAY,,US,1965-09-10,AFWTR,,100.73,98.41,956.0,630.0,0.5906,,EA,ORB,60.580424366872,793.0,LEO
COSMOS 86,1965-073A,1584,PAY,,CIS,1965-09-18,TYMSC,,115.02,56.06,1624.0,1289.0,0.5763,,EA,ORB,60.558521560574945,1456.5,LEO
COSMOS 87,1965-073B,1585,PAY,,CIS,1965-09-18,TYMSC,,115.43,56.06,1634.0,1316.0,0.3528,,EA,ORB,60.558521560574945,1475.0,LEO
COSMOS 88,1965-073C,1586,PAY,,CIS,1965-09-18,TYMSC,,115.82,56.06,1642.0,1343.0,0.3282,,EA,ORB,60.558521560574945,1492.5,LEO
COSMOS 89,1965-073D,1587,PAY,,CIS,1965-09-18,TYMSC,,116.22,56.06,1642.0,1380.0,0.3455,,EA,ORB,60.558521560574945,1511.0,LEO
COSMOS 90,1965-073E,1588,PAY,,CIS,1965-09-18,TYMSC,,116.64,56.05,1652.0,1407.0,0.5559,,EA,ORB,60.558521560574945,1529.5,LEO
OV1-2,1965-078A,1613,PAY,,US,1965-10-05,AFWTR,,110.7,144.22,2123.0,395.0,0.4921,,EA,ORB,60.511978097193705,1259.0,LEO
OV2-1 & LCS 2,1965-082C,1641,PAY,-,US,1965-10-15,AFETR,,98.98,32.3,723.0,697.0,0.7628,,EA,ORB,60.48459958932238,710.0,LEO
EXPLORER 29 (GEOS 1),1965-089A,1726,PAY,,US,1965-11-06,AFETR,,120.29,59.38,2273.0,1115.0,1.2963,,EA,ORB,60.42436687200548,1694.0,LEO
VENERA 2,1965-091A,1730,PAY,,CIS,1965-11-12,TYMSC,,,,,,,NEA,SU,ORB,60.407939767282684,,UNKNOWN
EXPLORER 30,1965-093A,1738,PAY,,US,1965-11-19,WLPIS,,99.87,59.71,842.0,663.0,0.3703,,EA,ORB,60.388774811772755,752.5,LEO
A-1 (ASTERIX),1965-096A,1778,PAY,,FR,1965-11-26,HGSTR,,106.69,34.25,1624.0,522.0,0.387,,EA,ORB,60.369609856262834,1073.0,LEO
ALOUETTE 2,1965-098A,1804,PAY,,CA,1965-11-29,AFWTR,,117.24,79.8,2613.0,501.0,0.9848,,EA,ORB,60.36139630390144,1557.0,LEO
EXPLORER 31 (ISIS-X),1965-098B,1806,PAY,,US,1965-11-29,AFWTR,,119.18,79.78,2785.0,503.0,0.5874,,EA,ORB,60.36139630390144,1644.0,LEO
FR 1,1965-101A,1814,PAY,,FR,1965-12-06,AFWTR,,97.85,75.86,661.0,652.0,0.546,,EA,ORB,60.342231348391515,656.5,LEO
PIONEER 6,1965-105A,1841,PAY,,US,1965-12-16,AFETR,,,,,,0.0035,NEA,SU,ORB,60.31485284052019,,UNKNOWN
OPS 1509 (TRANSIT 10),1965-109A,1864,PAY,,US,1965-12-22,AFWTR,,104.42,89.07,1049.0,885.0,1.1521,,EA,ORB,60.2984257357974,967.0,LEO
OPS 1593 (TRANSIT 11),1966-005A,1952,PAY,,US,1966-01-28,AFWTR,,105.25,90.15,1165.0,847.0,1.3256,,EA,ORB,60.19712525667351,1006.0,LEO
ESSA 1 (OT-3),1966-008A,1982,PAY,-,US,1966-02-03,AFETR,,99.43,97.82,787.0,675.0,0.6705,,EA,ORB,60.18069815195072,731.0,LEO
DIAPASON (D1-A),1966-013A,2016,PAY,,FR,1966-02-17,HGSTR,,113.7,34.09,2297.0,496.0,1.2371,,EA,ORB,60.14236824093087,1396.5,LEO
ESSA 2 (OT-2),1966-016A,2091,PAY,-,US,1966-02-28,AFETR,,113.44,101.24,1415.0,1354.0,0.765,,EA,ORB,60.11225188227242,1384.5,LEO
OPS 1117 (TRANSIT 12),1966-024A,2119,PAY,,US,1966-03-26,AFWTR,,104.7,89.6,1086.0,874.0,1.2861,,EA,ORB,60.04106776180698,980.0,LEO
OV1-4,1966-025A,2121,PAY,,US,1966-03-30,AFWTR,,103.8,144.5,999.0,877.0,0.5055,,EA,ORB,60.030116358658454,938.0,LEO
OV1-5,1966-025B,2122,PAY,,US,1966-03-30,AFWTR,,105.4,144.64,1048.0,978.0,0.9518,,EA,ORB,60.030116358658454,1013.0,LEO
OPS 0340,1966-026A,2125,PAY,,US,1966-03-31,AFWTR,,98.58,98.03,795.0,586.0,0.6052,,EA,ORB,60.02737850787132,690.5,LEO
LUNA 10,1966-027A,2126,PAY,,CIS,1966-03-31,TYMSC,,,,,,0.0055,NEA,MO,ORB,60.02737850787132,,UNKNOWN
OAO 1,1966-031A,2142,PAY,,US,1966-04-08,AFETR,,100.37,35.05,781.0,772.0,12.1059,,EA,ORB,60.00547570157426,776.5,LEO
OPS 1527 (OV3-1),1966-034A,2150,PAY,,US,1966-04-22,AFWTR,,114.22,82.37,2510.0,330.0,0.7756,,EA,ORB,59.96714579055441,1420.0,LEO
NIMBUS 2,1966-040A,2173,PAY,-,US,1966-05-15,AFWTR,,107.97,100.54,1175.0,1091.0,1.959,,EA,ORB,59.90417522245038,1133.0,LEO
OPS 0082 (TRANSIT 13),1966-041A,2176,PAY,,US,1966-05-19,AFWTR,,102.54,90.23,924.0,834.0,1.1152,,EA,ORB,59.893223819301845,879.0,LEO
OPS 1427 (OV3-4),1966-052A,2201,PAY,,US,1966-06-10,WLPIS,,142.56,40.89,4681.0,642.0,0.8019,,EA,ORB,59.832991101984945,2661.5,MEO
OPS 9381 (GGTS),1966-053A,2207,PAY,-,US,1966-06-16,AFETR,,1333.18,8.52,33861.0,33633.0,0.8912,,EA,ORB,59.81656399726215,33747.0,MEO
OPS 9311 (IDSCS 1),1966-053B,2215,PAY,-,US,1966-06-16,AFETR,,1334.44,8.54,33894.0,33651.0,0.1781,,EA,ORB,59.81656399726215,33772.5,MEO
OPS 9312 (IDSCS 2),1966-053C,2216,PAY,-,US,1966-06-16,AFETR,,1335.18,8.53,33916.0,33658.0,0.2925,,EA,ORB,59.81656399726215,33787.0,MEO
OPS 9313 (IDSCS 3),1966-053D,2217,PAY,-,US,1966-06-16,AFETR,,1336.37,8.51,33955.0,33668.0,0.1,,EA,ORB,59.81656399726215,33811.5,MEO
OPS 9314 (IDSCS 4),1966-053E,2218,PAY,-,US,1966-06-16,AFETR,,1338.48,8.44,34028.0,33679.0,0.2152,,EA,ORB,59.81656399726215,33853.5,MEO
OPS 9315 (IDSCS 5),1966-053F,2219,PAY,-,US,1966-06-16,AFETR,,1340.79,8.43,34111.0,33689.0,9.8962,,EA,ORB,59.81656399726215,33900.0,MEO
OPS 9316 (IDSCS 6),1966-053G,2220,PAY,-,US,1966-06-16,AFETR,,1343.83,8.33,34224.0,33697.0,0.2099,,EA,ORB,59.81656399726215,33960.5,MEO
OPS 9317 (IDSCS 7),1966-053H,2221,PAY,-,US,1966-06-16,AFETR,,1347.42,8.3,34357.0,33708.0,0.3981,,EA,ORB,59.81656399726215,34032.5,MEO
EXPLORER 33 (AIMP-D),1966-058A,2258,PAY,,US,1966-07-01,AFETR,,38792.36,24.14,480762.0,265679.0,0.003,,EA,ORB,59.775496235455165,373220.5,HEO
OV3-3,1966-070A,2389,PAY,,US,1966-08-04,AFWTR,,107.14,81.33,1855.0,334.0,0.697,,EA,ORB,59.68240930869268,1094.5,LEO
PIONEER 7,1966-075A,2398,PAY,,US,1966-08-17,AFETR,,,,,,,NEA,SU,ORB,59.64681724845996,,UNKNOWN
OPS 2366 (TRANSIT 14),1966-076A,2401,PAY,,US,1966-08-18,AFWTR,,106.36,88.84,1083.0,1033.0,1.4245,,EA,ORB,59.644079397672826,1058.0,LEO
OPS 0856,1966-077A,2403,PAY,,US,1966-08-19,AFWTR,,167.47,90.33,3694.0,3679.0,10.2745,,EA,ORB,59.6413415468857,3686.5,MEO
LUNA 11,1966-078A,2406,PAY,,CIS,1966-08-24,TYMSC,,,,,,,NEA,MO,ORB,59.62765229295003,,UNKNOWN
SECOR 7 (EGRS 7),1966-077B,2411,PAY,,US,1966-08-19,AFWTR,,167.52,90.33,3700.0,3676.0,0.2636,,EA,ORB,59.6413415468857,3688.0,MEO
ERS 15,1966-077C,2412,PAY,,US,1966-08-19,AFWTR,,167.62,90.33,3700.0,3685.0,0.394,,EA,ORB,59.6413415468857,3692.5,MEO
OPS 6026 (DMSP 4A F1),1966-082A,2418,PAY,-,US,1966-09-16,AFWTR,,99.73,98.33,827.0,664.0,0.5634,,EA,ORB,59.564681724846,745.5,LEO
ESSA 3 (TOS-A),1966-087A,2435,PAY,-,US,1966-10-02,AFWTR,,114.57,101.08,1486.0,1386.0,0.7561,,EA,ORB,59.520876112251884,1436.0,LEO
OPS 1920,1966-089A,2481,PAY,,US,1966-10-05,AFWTR,,167.59,89.85,3724.0,3657.0,15.2254,,EA,ORB,59.51266255989049,3690.5,MEO
LUNA 12,1966-094A,2508,PAY,,CIS,1966-10-22,TYMSC,,,,,,,NEA,MO,ORB,59.46611909650924,,UNKNOWN
INTELSAT 2-F1,1966-096A,2514,PAY,-,ITSO,1966-10-26,AFETR,,718.69,17.72,37204.0,3196.0,1.3535,,EA,ORB,59.455167693360714,20200.0,MEO
SECOR 8 (EGRS 8),1966-089B,2520,PAY,,US,1966-10-05,AFWTR,,167.66,89.85,3709.0,3678.0,0.3522,,EA,ORB,59.51266255989049,3693.5,MEO
ATS 1,1966-110A,2608,PAY,-,US,1966-12-07,AFETR,,1435.43,4.8,35801.0,35746.0,5.0118,,EA,ORB,59.34017796030116,35773.5,GEO
OV1-9,1966-111A,2610,PAY,,US,1966-12-11,AFWTR,,138.48,99.1,4503.0,474.0,0.6445,,EA,ORB,59.32922655715264,2488.5,MEO
INTELSAT 2-F2,1967-001A,2639,PAY,-,ITSO,1967-01-11,AFETR,,1437.02,3.08,35834.0,35775.0,3.1622,,EA,ORB,59.24435318275154,35804.5,GEO
OPS 9321 (IDSCS 8),1967-003A,2645,PAY,-,US,1967-01-18,AFETR,,1329.44,8.22,33805.0,33539.0,0.1941,,EA,ORB,59.22518822724162,33672.0,MEO
OPS 9322 (IDSCS 9),1967-003B,2649,PAY,-,US,1967-01-18,AFETR,,1329.86,8.17,33812.0,33549.0,0.3561,,EA,ORB,59.22518822724162,33680.5,MEO
OPS 9323 (IDSCS 10),1967-003C,2650,PAY,-,US,1967-01-18,AFETR,,1330.6,8.16,33825.0,33566.0,0.3419,,EA,ORB,59.22518822724162,33695.5,MEO
OPS 9324 (IDSCS 11),1967-003D,2651,PAY,-,US,1967-01-18,AFETR,,1332.03,8.14,33856.0,33592.0,0.1995,,EA,ORB,59.22518822724162,33724.0,MEO
OPS 9325 (IDSCS 12),1967-003E,2652,PAY,-,US,1967-01-18,AFETR,,1334.03,8.13,33913.0,33615.0,0.003,,EA,ORB,59.22518822724162,33764.0,MEO
OPS 9326 (IDSCS 13),1967-003F,2653,PAY,-,US,1967-01-18,AFETR,,1336.44,8.05,33993.0,33632.0,0.7944,,EA,ORB,59.22518822724162,33812.5,MEO
OPS 9327 (IDSCS 14),1967-003G,2654,PAY,-,US,1967-01-18,AFETR,,1339.4,8.02,34100.0,33644.0,0.5011,,EA,ORB,59.22518822724162,33872.0,MEO
OPS 9328 (IDSCS 15),1967-003H,2655,PAY,-,US,1967-01-18,AFETR,,1342.91,7.93,34236.0,33649.0,0.3981,,EA,ORB,59.22518822724162,33942.5,MEO
ESSA 4 (TOS-B),1967-006A,2657,PAY,-,US,1967-01-26,AFWTR,,113.4,102.09,1439.0,1326.0,0.7499,,EA,ORB,59.20328542094456,1382.5,LEO
OPS 6073 (DMSP 4A F2),1967-010A,2669,PAY,-,US,1967-02-08,AFWTR,,100.83,99.11,832.0,763.0,0.6204,,EA,ORB,59.167693360711844,797.5,LEO
DIADEME 1,1967-011A,2674,PAY,,FR,1967-02-08,HGSTR,,97.68,39.92,792.0,504.0,0.5003,,EA,ORB,59.167693360711844,648.0,LEO
DIADEME 2,1967-014A,2680,PAY,,FR,1967-02-15,HGSTR,,107.31,39.44,1625.0,579.0,0.6213,,EA,ORB,59.148528405201915,1102.0,LEO
INTELSAT 2-F3,1967-026A,2717,PAY,-,ITSO,1967-03-23,AFETR,,1435.37,3.91,35851.0,35694.0,3.5481,,EA,ORB,59.04996577686516,35772.5,GEO
OPS 0100 (TRANSIT 15),1967-034A,2754,PAY,,US,1967-04-14,AFWTR,,106.09,90.24,1060.0,1031.0,1.2783,,EA,ORB,58.98973305954826,1045.5,LEO
ESSA 5,1967-036A,2757,PAY,-,US,1967-04-20,AFWTR,,113.52,101.99,1421.0,1355.0,0.788,,EA,ORB,58.97330595482546,1388.0,LEO
OPS 6638 (VELA 7),1967-040A,2765,PAY,,US,1967-04-28,AFETR,,6676.8,40.58,170460.0,51694.0,0.003,,EA,ORB,58.95140314852841,111077.0,HEO
OPS 6679 (VELA 8),1967-040B,2766,PAY,,US,1967-04-28,AFETR,,6764.53,36.15,167128.0,57080.0,0.003,,EA,ORB,58.95140314852841,112104.0,HEO
ERS 18,1967-040C,2767,PAY,,US,1967-04-28,AFETR,,2831.24,35.17,109079.0,10754.0,0.003,,EA,ORB,58.95140314852841,59916.5,HEO
ERS 20 (OV5-3),1967-040D,2768,PAY,,US,1967-04-28,AFETR,,2830.97,35.12,109619.0,10206.0,0.003,,EA,ORB,58.95140314852841,59912.5,HEO
ERS 27 (OV5-1),1967-040E,2769,PAY,,US,1967-04-28,AFETR,,2826.75,37.51,109725.0,9968.0,,,EA,ORB,58.95140314852841,59846.5,HEO
COSMOS 158,1967-045A,2801,PAY,,CIS,1967-05-15,PLMSC,,100.21,74.04,809.0,729.0,1.7939,,EA,ORB,58.90485968514716,769.0,LEO
OPS 7218 (TRANSIT 16),1967-048A,2807,PAY,,US,1967-05-18,AFWTR,,106.61,89.68,1085.0,1054.0,1.4297,,EA,ORB,58.89664613278576,1069.5,LEO
OPS 5712 (P/L 160),1967-053A,2826,PAY,+,US,1967-05-31,AFWTR,,97.51,69.92,641.0,638.0,0.403,,EA,ORB,58.861054072553046,639.5,LEO
GGSE 4,1967-053C,2828,PAY,,US,1967-05-31,AFWTR,,103.0,69.97,908.0,893.0,0.864,,EA,ORB,58.861054072553046,900.5,LEO
GGSE 5,1967-053D,2834,PAY,,US,1967-05-31,AFWTR,,103.14,69.97,914.0,900.0,0.708,,EA,ORB,58.861054072553046,907.0,LEO
MARINER 5,1967-060A,2845,PAY,,US,1967-06-14,AFETR,,,,,,,NEA,SU,ORB,58.822724161533195,,UNKNOWN
TIMATION 1,1967-053E,2847,PAY,,US,1967-05-31,AFWTR,,102.64,69.97,888.0,879.0,0.1694,,EA,ORB,58.861054072553046,883.5,LEO
SECOR 9 (EGRS 9),1967-065A,2861,PAY,,US,1967-06-29,AFWTR,,172.11,89.98,3946.0,3797.0,0.4066,,EA,ORB,58.78165639972622,3871.5,MEO
OPS 9331 (IDSCS 16),1967-066A,2862,PAY,-,US,1967-07-01,AFETR,,1309.62,2.71,33526.0,33021.0,0.2511,,EA,ORB,58.776180698151954,33273.5,MEO
OPS 9332 (IDSCS 17),1967-066B,2863,PAY,-,US,1967-07-01,AFETR,,1310.32,2.7,33534.0,33041.0,0.4156,,EA,ORB,58.776180698151954,33287.5,MEO
OPS 9333 (IDSCS 18),1967-066C,2864,PAY,-,US,1967-07-01,AFETR,,1311.63,2.63,33548.0,33080.0,0.1596,,EA,ORB,58.776180698151954,33314.0,MEO
OPS 9334 (IDSCS 19),1967-066D,2865,PAY,-,US,1967-07-01,AFETR,,1313.58,2.56,33573.0,33133.0,0.289,,EA,ORB,58.776180698151954,33353.0,MEO
LES-5,1967-066E,2866,PAY,P,US,1967-07-01,AFETR,,1315.96,2.46,33619.0,33182.0,2.5562,,EA,ORB,58.776180698151954,33400.5,MEO
DODGE 1,1967-066F,2867,PAY,,US,1967-07-01,AFETR,,1319.08,2.34,33678.0,33250.0,1.9471,,EA,ORB,58.776180698151954,33464.0,MEO
SURCAL 159,1967-053F,2872,PAY,+,US,1967-05-31,AFWTR,,102.89,69.97,901.0,889.0,0.321,,EA,ORB,58.861054072553046,895.0,LEO
OPS 5712 (P/L 152),1967-053G,2873,PAY,,US,1967-05-31,AFWTR,,102.97,69.98,906.0,891.0,0.6253,,EA,ORB,58.861054072553046,898.5,LEO
OPS 5712 (P/L 153),1967-053H,2874,PAY,+,US,1967-05-31,AFWTR,,103.09,69.97,912.0,898.0,0.6606,,EA,ORB,58.861054072553046,905.0,LEO
AURORA 1,1967-065B,2876,PAY,,US,1967-06-29,AFWTR,,172.13,89.98,3945.0,3800.0,0.6012,,EA,ORB,58.78165639972622,3872.5,MEO
EXPLORER 35 (AIMP-E),1967-070A,2884,PAY,,US,1967-07-19,AFETR,,,,,,,NEA,MO,ORB,58.72689938398357,,UNKNOWN
OPS 7202 (DMSP 4A F3),1967-080A,2920,PAY,-,US,1967-08-23,AFWTR,,101.75,98.59,868.0,814.0,0.6163,,EA,ORB,58.63107460643395,841.0,LEO
OPS 4947 (TRANSIT 17),1967-092A,2965,PAY,,US,1967-09-25,AFWTR,,106.39,89.26,1093.0,1026.0,1.3187,,EA,ORB,58.54072553045859,1059.5,LEO
INTELSAT 2-F4,1967-094A,2969,PAY,-,ITSO,1967-09-28,AFETR,,1434.55,3.9,35798.0,35715.0,2.5118,,EA,ORB,58.53251197809719,35756.5,GEO
OPS 1264 (DMSP 4A F4),1967-096A,2980,PAY,-,US,1967-10-11,AFWTR,,98.43,99.19,749.0,618.0,0.6001,,EA,ORB,58.496919917864474,683.5,LEO
ATS 3,1967-111A,3029,PAY,-,US,1967-11-05,AFETR,,1436.1,3.0,35850.0,35723.0,2.8889,,EA,ORB,58.42847364818618,35786.5,GEO
ESSA 6 (TOS-D),1967-114A,3035,PAY,-,US,1967-11-10,AFWTR,,114.81,102.01,1485.0,1409.0,0.763,,EA,ORB,58.41478439425051,1447.0,LEO
COSMOS 192,1967-116A,3047,PAY,,CIS,1967-11-23,PLMSC,,98.8,74.01,707.0,695.0,2.5999,,EA,ORB,58.379192334017795,701.0,LEO
PIONEER 8,1967-123A,3066,PAY,,US,1967-12-13,AFETR,,,,,,,NEA,SU,ORB,58.32443531827516,,UNKNOWN
COSMOS 198,1967-127A,3081,PAY,,CIS,1967-12-27,TYMSC,,103.35,65.14,926.0,907.0,1.8345,,EA,ORB,58.286105407255306,916.5,LEO
EXPLORER 36 (GEOS 2),1968-002A,3093,PAY,,US,1968-01-11,AFWTR,,112.18,105.8,1573.0,1081.0,1.4615,,EA,ORB,58.24503764544832,1327.0,LEO
COSMOS 203,1968-011A,3129,PAY,,CIS,1968-02-20,PLMSC,,109.23,74.05,1200.0,1182.0,1.929,,EA,ORB,58.13552361396304,1191.0,LEO
OPS 7034 (TRANSIT 18),1968-012A,3133,PAY,,US,1968-03-02,AFWTR,,106.54,90.02,1121.0,1012.0,0.9662,,EA,ORB,58.105407255304584,1066.5,LEO
COSMOS 209,1968-023A,3158,PAY,,CIS,1968-03-22,TYMSC,,103.01,65.33,938.0,864.0,1.569,,EA,ORB,58.050650239561946,901.0,LEO
OV1-13,1968-026A,3173,PAY,,US,1968-04-06,AFWTR,,198.39,99.95,9236.0,544.0,0.6496,,EA,ORB,58.00958247775496,4890.0,MEO
OV1-14,1968-026B,3174,PAY,,US,1968-04-06,AFWTR,,206.67,100.0,9849.0,554.0,0.6183,,EA,ORB,58.00958247775496,5201.5,MEO
LUNA 14,1968-027A,3178,PAY,,CIS,1968-04-07,TYMSC,,,,,,,NEA,MO,ORB,58.00684462696783,,UNKNOWN
COSMOS 220,1968-040A,3229,PAY,,CIS,1968-05-07,PLMSC,,97.25,74.03,652.0,602.0,2.9366,,EA,ORB,57.92470910335387,627.0,LEO
OPS 7869 (DMSP 4B F1),1968-042A,3266,PAY,-,US,1968-05-23,AFWTR,,101.7,98.56,878.0,801.0,0.598,,EA,ORB,57.880903490759756,839.5,LEO
OPS 9341 (IDSCS 20),1968-050A,3284,PAY,-,US,1968-06-13,AFETR,,1335.14,7.07,33837.0,33736.0,0.1995,,EA,ORB,57.82340862422998,33786.5,MEO
OPS 9342 (IDSCS 21),1968-050B,3285,PAY,-,US,1968-06-13,AFETR,,1335.56,7.1,33853.0,33737.0,0.003,,EA,ORB,57.82340862422998,33795.0,MEO
OPS 9343 (IDSCS 22),1968-050C,3286,PAY,-,US,1968-06-13,AFETR,,1336.32,7.08,33882.0,33739.0,0.2068,,EA,ORB,57.82340862422998,33810.5,MEO
OPS 9344 (IDSCS 23),1968-050D,3287,PAY,-,US,1968-06-13,AFETR,,1337.79,7.04,33938.0,33741.0,0.003,,EA,ORB,57.82340862422998,33839.5,MEO
OPS 9345 (IDSCS 24),1968-050E,3288,PAY,-,US,1968-06-13,AFETR,,1339.8,6.96,34016.0,33744.0,0.0794,,EA,ORB,57.82340862422998,33880.0,MEO
OPS 9346 (IDSCS 25),1968-050F,3289,PAY,-,US,1968-06-13,AFETR,,1342.18,6.94,34107.0,33749.0,0.3981,,EA,ORB,57.82340862422998,33928.0,MEO
OPS 9347 (IDSCS 26),1968-050G,3290,PAY,-,US,1968-06-13,AFETR,,1345.34,6.83,34230.0,33752.0,0.1752,,EA,ORB,57.82340862422998,33991.0,MEO
OPS 9348 (IDSCS 27),1968-050H,3291,PAY,-,US,1968-06-13,AFETR,,1348.74,6.78,34358.0,33760.0,0.326,,EA,ORB,57.82340862422998,34059.0,MEO
EXPLORER 38 (RAE-A),1968-055A,3307,PAY,,US,1968-07-04,AFWTR,,224.13,120.82,5868.0,5821.0,15.7157,,EA,ORB,57.765913757700204,5844.5,MEO
OPS 2222,1968-063A,3334,PAY,-,US,1968-08-06,AFETR,,1450.79,6.1,39875.0,32273.0,,,EA,ORB,57.67556468172484,36074.0,GEO
EXPLORER 40 (INJUN 5),1968-066B,3338,PAY,,US,1968-08-08,AFWTR,,117.69,80.66,2476.0,678.0,1.0726,,EA,ORB,57.67008898015058,1577.0,LEO
ESSA 7 (TOS-E),1968-069A,3345,PAY,-,US,1968-08-16,AFWTR,,114.92,101.55,1473.0,1431.0,0.7883,,EA,ORB,57.648186173853524,1452.0,LEO
OV2-5,1968-081A,3428,PAY,-,US,1968-09-26,AFETR,,1417.92,1.86,35769.0,35092.0,0.581,,EA,ORB,57.53593429158111,35430.5,GEO
ERS 21 (OV5-4),1968-081C,3430,PAY,-,US,1968-09-26,AFETR,,1435.75,3.0,35785.0,35775.0,0.003,,EA,ORB,57.53593429158111,35780.0,GEO
LES-6,1968-081D,3431,PAY,-,US,1968-09-26,AFETR,,1435.75,1.42,35822.0,35738.0,3.1622,,EA,ORB,57.53593429158111,35780.0,GEO
COSMOS 249,1968-091A,3504,PAY,,CIS,1968-10-20,TYMSC,,111.01,62.34,2042.0,505.0,4.7964,,EA,ORB,57.47022587268994,1273.5,LEO
